TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C,PRODUCE_SOUND_C
11872.401662703587,0.0,28.907079622842534,0.0,0.0,599.7511038958535
18241.11614785567,1477.2280622337237,765.6206161546553,0.0,82.5598404129875,844.2194664147554
18208.955863693758,1814.7764892306252,1221.9677740349352,774.7934879228375,2231.347038188824,844.2194664147554
18142.833257993636,1814.7764892306252,1221.9677740349352,1936.9837198071102,2231.347038188824,844.2194664147554
18193.481357842382,1814.7764892306252,1932.9241341449658,1936.9837198071102,2278.059896372586,844.2194664147554
18222.571320486448,1814.7764892306252,2329.3764346424523,1936.9837198071102,3842.1352514219802,844.2194664147554
18250.15025113475,1814.7764892306252,2329.3764346424523,1936.9837198071102,3842.1352514219802,844.2194664147554
18623.934706324846,1814.7764892306252,3367.342055322439,2913.8581887071605,5066.2895550637995,844.2194664147554
17954.827389416925,1814.7764892306252,4201.5430335579895,3687.654811025831,5223.779907430799,844.2194664147554
17913.09475856598,1814.7764892306252,4201.5430335579895,3687.654811025831,6524.874123145301,1551.4723060631268
18402.316244276557,1814.7764892306252,4201.5430335579895,4919.870004301172,7195.492376229428,2473.8343043142168
17835.1844681508,2632.7547396611335,4201.5430335579895,5070.612379236093,7195.492376229428,2473.8343043142168
17744.898744615708,3490.9614286374162,4201.5430335579895,5949.347190694647,7195.492376229428,2473.8343043142168
17339.330530084277,3490.9614286374162,4797.36826449788,7278.593294445489,8075.584088095598,2473.8343043142168
18305.174289000664,3490.9614286374162,4987.592150892933,7572.384622636689,8482.682515669141,2473.8343043142168
18175.633245455698,3490.9614286374162,4987.592150892933,7572.384622636689,8996.245482086833,2473.8343043142168
18359.625982584475,3490.9614286374162,4987.592150892933,7572.384622636689,8996.245482086833,2473.8343043142168
18753.06635955043,3490.9614286374162,4987.592150892933,7572.384622636689,9897.299698025947,2702.3435218258714
18698.129288870346,3490.9614286374162,6153.156522084381,7572.384622636689,10891.610672208408,3997.2290877252744
19251.49268955772,3943.966153798882,7341.779326522149,7572.384622636689,11430.993768711332,3997.2290877252744
18410.098844361222,6178.976493072797,7341.779326522149,7572.384622636689,11769.058001937812,4781.11215158237
18127.783179976697,7333.422109512207,7341.779326522149,7572.384622636689,11769.058001937812,5370.0540682105575
18147.90806180498,7333.422109512207,7341.779326522149,7572.384622636689,11769.058001937812,5370.0540682105575
19209.52916782406,7333.422109512207,8338.511038346634,7572.384622636689,11769.058001937812,5370.0540682105575
19353.45465817462,7431.328305371191,8389.867351574185,7572.384622636689,11769.058001937812,5370.0540682105575
18906.07986485996,8604.9311466419,8389.867351574185,7572.384622636689,11769.058001937812,5370.0540682105575
18336.833095059712,9232.643179560244,8389.867351574185,7572.384622636689,11769.058001937812,5370.0540682105575
18487.478676005063,9438.54606419614,8389.867351574185,8122.396218411761,11769.058001937812,5835.06790597882
19093.811568903548,9438.54606419614,8389.867351574185,11019.886251789098,12093.230042238909,7393.045892204191
18654.46268878732,9438.54606419614,9284.5093481844,12872.891267924657,12902.526674319277,7688.370886434134
18273.082967036105,9438.54606419614,10516.121770481917,13165.555743611296,12902.526674319277,7688.370886434134
18486.166373427015,10073.119330060164,11674.789764434237,13682.893503119572,13127.664588661944,8406.644112971453
17611.78948170354,10912.575337718372,12178.134783626752,14042.00966112888,13734.76629718452,8698.600459623045
18169.536639899306,11522.58499856981,12465.307741599683,14240.115422980103,13816.719972144829,9315.121428546407
18369.94021250707,11722.68112902174,12656.369196975891,14388.566889201786,14051.610243013298,10272.086040989801
18114.776826257486,11722.68112902174,12656.369196975891,14388.566889201786,14093.713216093494,10355.947755314644
18407.07781321872,11722.68112902174,12656.369196975891,14388.566889201786,14093.713216093494,10355.947755314644
18433.9644101947,12084.72673627847,12656.369196975891,14388.566889201786,14093.713216093494,10355.947755314644
18356.877579318305,12296.445958271705,12656.369196975891,14388.566889201786,14390.944064931628,10355.947755314644
18381.3914483838,12296.445958271705,12656.369196975891,14388.566889201786,14660.87357311668,10355.947755314644
18106.462625228727,12296.445958271705,12656.369196975891,14388.566889201786,14660.87357311668,10355.947755314644
