TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C,PRODUCE_SOUND_C
0.0,1882.811895835634,0.0,0.0,0.0,0.0
0.0,1882.811895835634,0.0,0.0,0.0,0.0
0.0,1882.811895835634,0.0,0.0,0.0,0.0
0.0,1882.811895835634,0.0,0.0,0.0,0.0
0.0,1882.811895835634,0.0,0.0,0.0,0.0
0.0,3557.3040080587302,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5119.904881567784,0.0,0.0,0.0,0.0
0.0,5709.548972808728,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6285.209409711935,0.0,0.0,0.0,0.0
0.0,6634.300536334458,0.0,0.0,0.0,0.0
0.0,7536.432085778318,0.0,0.0,0.0,0.0
0.0,7536.432085778318,0.0,0.0,0.0,0.0
0.0,7536.432085778318,0.0,0.0,0.0,0.0
0.0,7536.432085778318,0.0,0.0,0.0,0.0
0.0,7536.432085778318,0.0,0.0,0.0,0.0
0.0,8040.999264911256,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,8549.619192470967,0.0,0.0,0.0,0.0
0.0,9282.322059295337,0.0,0.0,0.0,0.0
0.0,9957.21459140409,0.0,0.0,0.0,0.0
0.0,10214.451991042186,0.0,0.0,0.0,0.0
0.0,10214.451991042186,0.0,0.0,0.0,0.0
0.0,10214.451991042186,0.0,0.0,0.0,0.0
0.0,10214.451991042186,0.0,0.0,0.0,0.0
0.0,10214.451991042186,0.0,0.0,0.0,0.0
0.0,10227.536571422348,0.0,0.0,0.0,0.0
0.0,10868.68101005033,0.0,0.0,0.0,0.0
0.0,10868.68101005033,0.0,0.0,0.0,0.0
0.0,10868.68101005033,0.0,0.0,0.0,0.0
0.0,10868.68101005033,0.0,0.0,0.0,0.0
0.0,10868.68101005033,0.0,0.0,0.0,0.0
0.0,11806.827961415485,0.0,0.0,0.0,0.0
0.0,11822.082383388903,0.0,0.0,0.0,0.0
