TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C,PRODUCE_SOUND_C
1931.9629175036573,0.0,0.0,0.0,0.0,0.0
3220.2381674950648,0.0,0.0,0.0,0.0,0.0
3923.3070546355184,0.0,0.0,0.0,0.0,0.0
4268.030845796788,0.0,0.0,0.0,0.0,0.0
4268.030845796788,0.0,0.0,0.0,0.0,0.0
5805.279451697032,134.2251413344577,0.0,0.0,0.0,0.0
7866.06623011357,1597.918349219708,0.0,0.0,0.0,0.0
7866.06623011357,1597.918349219708,0.0,0.0,0.0,0.0
7866.06623011357,1597.918349219708,0.0,0.0,0.0,0.0
7866.06623011357,1597.918349219708,0.0,0.0,0.0,0.0
8418.720560618207,1597.918349219708,0.0,0.0,0.0,0.0
9207.113824621507,1597.918349219708,0.0,0.0,0.0,0.0
9247.806412494803,1597.918349219708,0.0,0.0,0.0,0.0
9247.806412494803,1597.918349219708,0.0,0.0,0.0,0.0
9247.806412494803,1597.918349219708,0.0,0.0,0.0,0.0
9977.408992728006,1597.918349219708,0.0,0.0,0.0,0.0
11257.64312958964,1597.918349219708,0.0,0.0,0.0,0.0
11257.64312958964,1597.918349219708,0.0,0.0,0.0,0.0
11257.64312958964,1597.918349219708,0.0,0.0,0.0,0.0
11257.64312958964,1597.918349219708,0.0,0.0,0.0,0.0
11662.990147199474,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,0.0,0.0
11711.051426692362,1597.918349219708,0.0,0.0,473.8199542143057,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11711.051426692362,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11785.380640613283,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11897.340183386397,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11897.340183386397,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
11897.340183386397,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
12072.790378390568,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
12481.108643531397,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
12670.579850892993,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
12947.080949557738,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
12947.080949557738,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13069.228416034088,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13385.808751105124,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13504.930802101642,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13662.370362459847,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13779.69443274423,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13779.69443274423,1597.918349219708,0.0,0.0,1184.5498855357744,0.0
13779.69443274423,1597.918349219708,0.0,0.0,2177.6107514942555,0.0
13896.926564202544,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
13915.697139410175,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
13915.697139410175,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14836.307661838431,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14919.295334500115,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
14925.339406455434,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15037.806549310299,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15037.806549310299,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15037.806549310299,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15037.806549310299,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15104.092820061467,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15199.875670951296,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15199.875670951296,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15161.966319560732,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15289.98260898323,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15643.47060433337,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15643.47060433337,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15643.47060433337,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15643.47060433337,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15995.835955044025,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16017.531486191816,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16017.531486191816,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15992.70309933622,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15845.323299834923,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15767.593703576398,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15874.72109553967,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15910.05034182543,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15910.05034182543,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15948.79110485888,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15953.38452866374,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15944.868148483405,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15943.550371411622,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15943.550371411622,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
15946.216898726916,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16026.879350014568,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16026.879350014568,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16026.879350014568,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16026.879350014568,1597.918349219708,0.0,0.0,2418.1658680928986,0.0
16043.612645911755,1597.918349219708,0.0,1586.1833240983783,2418.1658680928986,0.0
16116.71016314669,1597.918349219708,0.0,1592.553538251384,2418.1658680928986,0.0
16116.71016314669,1597.918349219708,0.0,1592.553538251384,2418.1658680928986,0.0
