TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C,PRODUCE_SOUND_C
850.7921038261238,0.0,0.0,0.0,0.0,0.0
850.7921038261238,0.0,0.0,0.0,0.0,0.0
850.7921038261238,0.0,0.0,0.0,0.0,0.0
3475.986622532518,0.0,0.0,0.0,0.0,0.0
4240.349734231499,0.0,0.0,188.2490767284606,0.0,0.0
4591.126898579807,0.0,0.0,700.916261610152,377.8391590420952,0.0
5312.578791951105,0.0,0.0,972.08034356638,530.6729761827187,0.0
5535.764367594849,0.0,0.0,972.08034356638,530.6729761827187,0.0
5535.764367594849,0.0,0.0,972.08034356638,530.6729761827187,0.0
5535.764367594849,0.0,0.0,972.08034356638,530.6729761827187,0.0
5931.087667000462,0.0,0.0,972.08034356638,530.6729761827187,0.0
6549.262848046236,0.0,0.0,972.08034356638,530.6729761827187,0.0
7373.045510567837,0.0,0.0,972.08034356638,530.6729761827187,0.0
7923.095133159617,0.0,0.0,972.08034356638,530.6729761827187,0.0
7923.095133159617,0.0,0.0,972.08034356638,530.6729761827187,0.0
7923.095133159617,0.0,0.0,972.08034356638,530.6729761827187,0.0
7930.0992594825875,0.0,0.0,972.08034356638,530.6729761827187,0.0
8923.684607869669,0.0,0.0,972.08034356638,530.6729761827187,0.0
8923.684607869669,0.0,0.0,972.08034356638,530.6729761827187,0.0
8923.684607869669,0.0,0.0,972.08034356638,530.6729761827187,0.0
8923.684607869669,0.0,0.0,972.08034356638,530.6729761827187,0.0
9151.535807885739,0.0,0.0,972.08034356638,530.6729761827187,0.0
10365.780810503034,0.0,0.0,972.08034356638,530.6729761827187,0.0
10441.011630669122,0.0,0.0,972.08034356638,530.6729761827187,0.0
10944.479427165254,0.0,0.0,972.08034356638,530.6729761827187,0.0
11439.8394681475,0.0,0.0,972.08034356638,530.6729761827187,0.0
12321.159064799911,0.0,0.0,972.08034356638,530.6729761827187,0.0
12740.010657292458,0.0,0.0,972.08034356638,530.6729761827187,0.0
12999.670497734724,0.0,0.0,972.08034356638,530.6729761827187,0.0
13530.803874961146,0.0,0.0,972.08034356638,530.6729761827187,0.0
13954.776368468565,0.0,0.0,972.08034356638,530.6729761827187,0.0
13954.776368468565,0.0,0.0,972.08034356638,530.6729761827187,0.0
14337.618875957796,0.0,0.0,972.08034356638,530.6729761827187,0.0
14427.85297020912,0.0,0.0,972.08034356638,530.6729761827187,0.0
14671.166795171117,0.0,0.0,972.08034356638,530.6729761827187,0.0
14671.166795171117,0.0,0.0,972.08034356638,1702.3143400285473,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14671.166795171117,0.0,0.0,972.08034356638,2052.2851370214585,0.0
14711.826763420864,0.0,0.0,972.08034356638,2840.1667027230337,0.0
14873.455194423586,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15039.589600526459,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15226.182171287435,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15226.182171287435,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15315.117172250668,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15622.491266427614,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15646.019836832025,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15646.019836832025,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15646.019836832025,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15646.019836832025,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15764.391538124857,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15902.235640496167,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15902.235640496167,0.0,0.0,972.08034356638,3283.3500834301676,0.0
15937.042585678539,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16452.399884701423,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16458.348079873824,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16634.557239245816,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16680.013891141498,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16768.716255925454,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16879.82965486576,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16870.542580521127,0.0,0.0,972.08034356638,3283.3500834301676,0.0
16867.705536922374,0.0,0.0,2078.1567741983213,3283.3500834301676,0.0
16867.705536922374,0.0,0.0,2493.5059702953204,3283.3500834301676,0.0
16852.73484866537,0.0,0.0,2493.5059702953204,3283.3500834301676,0.0
