TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST
19622.569394468846,635.4938133641558,1701.5402428818304,0.0
23022.659763651107,3459.801897486783,1701.5402428818304,0.0
23912.424178845926,3459.801897486783,1701.5402428818304,0.0
20752.80631842187,5198.11073767067,1701.5402428818304,0.0
20458.19353283625,6988.482256668706,1701.5402428818304,1907.384189122669
18617.231046132438,8073.078957592423,6347.966314179977,3550.7685387472497
16916.54744508686,8073.078957592423,6347.966314179977,3550.7685387472497
17215.86869750559,8073.078957592423,6347.966314179977,3550.7685387472497
16539.335269883013,8073.078957592423,6347.966314179977,4657.040663142242
15863.776397886033,8073.078957592423,6347.966314179977,5716.269778299797
14822.000646726221,8073.078957592423,6347.966314179977,7472.0152760160045
15254.30430694985,8073.078957592423,6347.966314179977,7472.0152760160045
14743.864247720332,8073.078957592423,6347.966314179977,7472.0152760160045
13871.083129131306,8073.078957592423,7748.910944419224,7472.0152760160045
14751.681093633551,8073.078957592423,7748.910944419224,7472.0152760160045
14534.319944540086,9210.598992690051,7748.910944419224,8053.810958062858
14988.45249372826,9802.025313797178,8967.15191575905,8053.810958062858
15583.326013999585,9802.025313797178,8967.15191575905,8053.810958062858
15018.183990198093,9802.025313797178,8967.15191575905,8696.301169739887
15213.173093308136,9802.025313797178,8967.15191575905,9276.814016804361
15468.92768201137,9802.025313797178,8967.15191575905,10333.758644602876
15048.640768667521,10270.247432468872,8967.15191575905,10678.685610607716
13249.447514428613,10477.026422158875,8967.15191575905,10678.685610607716
14592.004897060531,10477.026422158875,8967.15191575905,10881.639271243113
15655.723936763185,11091.442928331162,9440.13924476177,11069.604358344266
14685.87171380364,11091.442928331162,9440.13924476177,11069.604358344266
15266.489321951864,11091.442928331162,9440.13924476177,11069.604358344266
14695.31192236231,11091.442928331162,9440.13924476177,11342.228542987757
15772.82147147636,11444.703481726257,9440.13924476177,11342.228542987757
16015.52173202244,11444.703481726257,10006.384032473206,11342.228542987757
15727.706784209626,12118.189628864533,10006.384032473206,11342.228542987757
15466.843373605781,12118.189628864533,10006.384032473206,11342.228542987757
15398.371917751705,12118.189628864533,10006.384032473206,11676.098378200999
13873.683413416602,12258.356356875276,10375.804469975545,11794.554731883483
13759.720081511397,12258.356356875276,10375.804469975545,11794.554731883483
14507.101144955843,12554.478926904372,10375.804469975545,11794.554731883483
15374.250912207446,12554.478926904372,10375.804469975545,11794.554731883483
14417.362126626835,12554.478926904372,11084.218964874832,11794.554731883483
14639.287740912785,12554.478926904372,11084.218964874832,12185.528761247304
14362.624515411504,12554.478926904372,11084.218964874832,12185.528761247304
13784.773186870914,12732.228991638864,11084.218964874832,12185.528761247304
13823.984070823943,12749.646453627389,11084.218964874832,12246.495391067285
13879.173234258727,12749.646453627389,11084.218964874832,12246.495391067285
14760.64606712864,12749.646453627389,11084.218964874832,12246.495391067285
15595.958177575127,12749.646453627389,11084.218964874832,12246.495391067285
14663.450599472846,12917.314467636132,11084.218964874832,12246.495391067285
14409.470533744237,12917.314467636132,11084.218964874832,12308.122405324963
16217.591495406225,13131.983001013248,11084.218964874832,12489.71934771872
15343.513835138536,13131.983001013248,11084.218964874832,13026.173376393692
15995.601315397447,13131.983001013248,11084.218964874832,13026.173376393692
14959.007448620807,13131.983001013248,11084.218964874832,13080.586475227155
14661.833545131765,13131.983001013248,11343.288526116583,13080.586475227155
14223.932584083443,13131.983001013248,11636.26353723112,13336.877078785023
14414.611507360221,13131.983001013248,11636.26353723112,13336.877078785023
15163.94002520257,13236.540255934018,11636.26353723112,13381.077105404873
15322.340640569979,13368.508591194764,11636.26353723112,13381.077105404873
13470.297610409627,13368.508591194764,11636.26353723112,13303.832864011001
15289.655717198944,13368.508591194764,11636.26353723112,13303.832864011001
15565.936808556018,13368.508591194764,11636.26353723112,13303.832864011001
16345.802974813034,13826.941364110142,11951.401180320829,13303.832864011001
15538.403673717337,13826.941364110142,11951.401180320829,13303.832864011001
13580.506473672354,13486.787926792025,11951.401180320829,13303.832864011001
14425.444991170272,13213.870253269197,11951.401180320829,13114.4652798975
16733.68336263947,13608.403505108656,11951.401180320829,13114.4652798975
16635.39446436486,13608.403505108656,12339.269077963136,13385.08034652916
15869.540231690991,13838.517019747216,12339.269077963136,13603.58906449738
14922.83807829303,13838.517019747216,12745.370296388028,13657.808703357656
14945.978991123146,13838.517019747216,12745.370296388028,13657.808703357656
14764.031073318092,13951.766462883597,12745.370296388028,13657.808703357656
14077.054247010208,13951.766462883597,12745.370296388028,13657.808703357656
13658.844787902846,13646.66172538898,12745.370296388028,13657.808703357656
13539.71016822924,13739.704235007244,12745.370296388028,13515.808129595742
13406.370142686195,13489.15466637709,12755.47219484302,13689.348578522642
13406.370142686195,13489.15466637709,12755.47219484302,14655.504520356515
13599.977118212319,13489.15466637709,12755.47219484302,14812.416402713994
13599.977118212319,13489.15466637709,12755.47219484302,14195.070823096255
13599.977118212319,14074.27791669037,12755.47219484302,15312.532889026621
13599.977118212319,14233.01426341084,12755.47219484302,14681.4406478608
13599.977118212319,14233.01426341084,12755.47219484302,14499.014433901466
13599.977118212319,14233.01426341084,12857.331346579356,14356.946317125026
13599.977118212319,14340.041560855218,12857.331346579356,13773.595127145994
13599.977118212319,15250.88789249915,12857.331346579356,13737.837111711919
13599.977118212319,15628.153640543049,12857.331346579356,13737.837111711919
13599.977118212319,15500.743471593341,12857.331346579356,13737.837111711919
13599.977118212319,14749.991574504475,13021.488083217662,13737.837111711919
13599.977118212319,15521.21717716116,13021.488083217662,13737.837111711919
13694.0307363471,15396.22090608882,13021.488083217662,13925.849907048483
13694.0307363471,14875.30447427706,13021.488083217662,13968.559881373361
13694.0307363471,15803.135233804864,13208.281426187741,14161.783773356457
13694.0307363471,14577.847346568158,13364.015684017038,14161.783773356457
13694.0307363471,14114.155773203187,13364.015684017038,14253.950184258587
13934.363271308064,14114.155773203187,13364.015684017038,14461.357690924862
13934.363271308064,14114.155773203187,13364.015684017038,14228.970942402088
13934.363271308064,14114.155773203187,13403.230143119217,14740.833539571
