TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST
14891.416039394868,0.0,0.0,0.0
20405.53248579804,1962.4621632212084,0.0,0.0
21505.070956168045,1962.4621632212084,1984.73381045746,1973.7745364430173
17541.325953451953,6473.838624129882,1984.73381045746,1973.7745364430173
17547.184938870716,8592.700123128467,3527.309616964156,1973.7745364430173
16172.669209760272,8592.700123128467,4836.705048628268,1973.7745364430173
14295.084012085425,8592.700123128467,6753.345525137428,5554.269092754562
15346.286009084472,9818.352791827341,8096.258285626227,5554.269092754562
13947.672737301196,9818.352791827341,8676.255079861181,5554.269092754562
14093.106290115904,9818.352791827341,9113.628270996145,6910.346923490101
13018.266374901712,10168.043767057357,9873.047059576527,8254.391134566578
13067.693698319239,10168.043767057357,10128.562707279249,9163.850881568465
12816.652424061442,10168.043767057357,10335.831256871554,9163.850881568465
12218.637976902874,10373.280359480714,10493.221560069578,9703.361181011736
13304.672482554135,10373.280359480714,10588.339034360522,9703.361181011736
12790.690112587747,10373.280359480714,10588.339034360522,9703.361181011736
12951.249987371824,10373.280359480714,10796.009435006745,9703.361181011736
13588.091458470548,10768.686923749297,10972.469367267653,9703.361181011736
13338.73607637735,10768.686923749297,11184.431495127277,9703.361181011736
14075.189095141714,10955.261782948422,11389.513358742643,9703.361181011736
12551.007214112802,10955.261782948422,11598.697679792213,10109.89713193262
13017.838200513183,11132.029187158512,11598.697679792213,10109.89713193262
11484.23627249945,11224.97012901921,11198.78208594064,10197.157339021336
12453.547766534379,11294.110671432805,11260.161422887983,10438.722611576872
14398.74552589086,11294.110671432805,11314.029170428732,10438.722611576872
13130.577422317945,11294.110671432805,11314.029170428732,10845.343561720378
13291.495548781264,11461.161260498058,11314.029170428732,11172.544076615555
12545.052281457136,11461.161260498058,11424.25761795117,11337.580855309396
13937.484086359635,11461.161260498058,11424.25761795117,11618.316440831366
13896.442856822188,11907.678152277105,11768.054696936295,11618.316440831366
13818.815200518013,11907.678152277105,11768.054696936295,11836.929536806612
13944.923858254853,11907.678152277105,11768.054696936295,11836.929536806612
13483.721296921032,11907.678152277105,11927.341916754682,11836.929536806612
11675.68174960734,11521.127511122482,11532.28522921499,11534.264648043889
12705.53101799006,11521.127511122482,11532.28522921499,11506.027949452196
13345.240827545216,11647.316650915558,11532.28522921499,11800.230124582566
13993.018979868992,11647.316650915558,11532.28522921499,11800.230124582566
12963.576280712477,11647.316650915558,11532.28522921499,12129.16844383203
13015.909053367854,11647.316650915558,11532.28522921499,12129.16844383203
