TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C
0.0,0.0,0.6610359712230185,39.27729643884892,0.0
0.0,0.0,3.705,52.97034960694695,0.0
0.0,0.0,3.705,58.77515993498917,0.0
0.0,0.0,3.705,58.77869055599079,0.0
0.0,0.0,3.705,86.00357300756998,0.0
0.0,0.0,3.705,135.19617902324222,0.0
0.0,0.0,16.25072253042447,175.22701448787828,0.0
0.0,0.0,20.083227846507206,176.3023983842864,0.0
0.0,0.0,20.083227846507206,216.1224545635187,0.0
967.5336178237828,0.0,20.083227846507206,263.53378196040313,0.0
3989.2547564215074,0.0,20.083227846507206,263.53378196040313,0.0
4442.822839734208,0.0,20.083227846507206,263.53378196040313,0.0
6022.41878066469,0.0,20.083227846507206,430.3248495240789,373.1799894017795
7802.228730338474,0.0,20.083227846507206,827.0171183241782,923.9534381791876
8392.656620702395,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
8776.873636300616,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
8997.347980319375,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
8997.347980319375,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
8997.347980319375,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
9123.004966768389,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
9475.370086098397,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
9963.067836213402,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
11180.215688162374,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
11824.815576752779,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
11902.153187228289,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
11947.732922912724,0.0,20.083227846507206,827.0171183241782,1068.2502166876836
11949.264805361512,0.0,369.70113809442614,827.0171183241782,1068.2502166876836
12084.200901524553,0.0,1155.2063130670306,827.0171183241782,1068.2502166876836
12090.84516028903,0.0,1155.2063130670306,827.0171183241782,1068.2502166876836
12345.12627806969,0.0,1155.2063130670306,827.0171183241782,1068.2502166876836
12666.420427247669,0.0,1155.2063130670306,827.0171183241782,2028.977980684936
12781.645116933973,0.0,1207.012810729673,827.0171183241782,2211.727186750617
12761.702697541428,701.6075983172182,2257.4722207828345,827.0171183241782,3177.3888627243086
12664.192457079174,1233.0537756014367,2257.4722207828345,827.0171183241782,3177.3888627243086
12526.886801362216,1233.0537756014367,2257.4722207828345,1801.810327355171,3177.3888627243086
12402.856599005516,1233.0537756014367,2257.4722207828345,1944.8992387725627,3446.085706690063
12062.473807158756,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12177.396042427767,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12536.9462521575,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12711.530174627478,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12965.766893357733,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12986.718935797799,1233.0537756014367,2257.4722207828345,1944.8992387725627,4027.695330970376
12712.16542424257,1553.389696958864,2257.4722207828345,1944.8992387725627,4229.971574670531
12440.559090663686,2889.703593411319,3173.646729745551,1944.8992387725627,4973.240837903457
12600.460958103768,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12947.396123914918,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12944.478141125082,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12906.373794865483,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12852.172867962534,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12810.885455209282,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12837.931982479286,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12972.633453930704,3472.3290446380097,3220.852356390318,1944.8992387725627,5538.950809916829
12881.523650129307,3472.3290446380097,3220.852356390318,2789.4914014033016,5538.950809916829
12739.555909108461,3472.3290446380097,3220.852356390318,2990.186568761101,5538.950809916829
12802.32732423334,3472.3290446380097,3220.852356390318,2990.186568761101,5538.950809916829
12822.779735428305,3472.3290446380097,3220.852356390318,2990.186568761101,5639.429736437151
12654.415033161335,3472.3290446380097,3220.852356390318,2990.186568761101,6191.411371737107
12608.356527347072,3472.3290446380097,4036.4068813911094,2990.186568761101,6191.411371737107
13117.734467807039,3472.3290446380097,4088.46355319967,2990.186568761101,6191.411371737107
13208.969356395855,3472.3290446380097,4088.46355319967,2990.186568761101,6191.411371737107
13489.318820445835,3472.3290446380097,4088.46355319967,2990.186568761101,6191.411371737107
13283.836717172428,3472.3290446380097,4088.46355319967,2990.186568761101,6191.411371737107
12973.680810356122,3472.3290446380097,4455.3528157757655,2990.186568761101,6191.411371737107
12791.992536941341,3472.3290446380097,4900.165461553872,2990.186568761101,6191.411371737107
12901.57727223468,3472.3290446380097,4900.165461553872,2990.186568761101,6191.411371737107
13356.512071657115,3472.3290446380097,4900.165461553872,2990.186568761101,6191.411371737107
13431.483173806637,3472.3290446380097,4900.165461553872,2990.186568761101,6191.411371737107
13661.358108829247,3472.3290446380097,4900.165461553872,2990.186568761101,6191.411371737107
13579.35657181607,4263.779684259164,4900.165461553872,2990.186568761101,6191.411371737107
12829.847122678319,4358.611955747927,4900.165461553872,2990.186568761101,6191.411371737107
12789.162137748452,4358.611955747927,4900.165461553872,2990.186568761101,6191.411371737107
12731.368387394128,4358.611955747927,4900.165461553872,2990.186568761101,6191.411371737107
12684.212518239383,4358.611955747927,5525.019169591732,2990.186568761101,6191.411371737107
12598.856347646191,4358.611955747927,5615.101054274537,2990.186568761101,6191.411371737107
12585.856360125726,4358.611955747927,5615.101054274537,2990.186568761101,6191.411371737107
12462.90846466893,5115.7760965663665,5615.101054274537,2990.186568761101,6191.411371737107
12629.057717060858,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12815.633777058763,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12759.20274629527,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12623.50167595281,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12669.974464473156,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12731.862814528382,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12997.571285489606,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
13149.581601635353,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12931.33798193094,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12778.225842107822,5157.3083068222295,5615.101054274537,2990.186568761101,6191.411371737107
12753.653682138689,5157.3083068222295,5615.101054274537,2990.186568761101,6459.573787966743
12789.008851248424,5157.3083068222295,5615.101054274537,2990.186568761101,6826.867334366572
12831.479313584114,5157.3083068222295,5615.101054274537,2990.186568761101,6826.867334366572
13191.487709112307,5157.3083068222295,5615.101054274537,2990.186568761101,6826.867334366572
13239.2782153316,5157.3083068222295,5615.101054274537,3036.2876441723447,6826.867334366572
13444.315050097535,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13662.746504943458,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13698.348762168682,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13573.248930070795,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13496.709452600615,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13357.78001202017,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13473.048097646028,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13546.278251933541,5157.3083068222295,5615.101054274537,3950.6256398287005,6826.867334366572
13393.260632275355,5695.66627152421,5615.101054274537,3950.6256398287005,6826.867334366572
13393.470902791234,7569.710837263932,5615.101054274537,3950.6256398287005,6826.867334366572
13433.427203234003,7661.392197820691,5615.101054274537,3950.6256398287005,6826.867334366572
13335.148669381048,7661.392197820691,5615.101054274537,3950.6256398287005,6826.867334366572
13812.92860525788,7661.392197820691,5615.101054274537,4681.12534220863,6826.867334366572
14175.532429818648,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
14044.625695121224,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13905.749812179401,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13731.971690619808,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13538.261085943084,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13434.706480722378,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13331.269653455422,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13303.094381249812,7661.392197820691,5615.101054274537,4870.650453909218,6826.867334366572
13320.42962926922,7661.392197820691,5615.101054274537,4870.650453909218,6936.73014480178
13268.526678767756,7661.392197820691,5615.101054274537,5672.089309574453,7414.368994447897
13271.538843808785,7661.392197820691,6027.418003083966,5675.307939516884,7414.368994447897
13312.691401128011,7661.392197820691,6306.908015364184,5675.307939516884,7414.368994447897
13256.350994680008,7661.392197820691,6306.908015364184,5675.307939516884,7798.393971509816
13399.901667705206,7661.392197820691,6306.908015364184,5675.307939516884,7935.434092225261
13414.116591230231,7661.392197820691,6306.908015364184,5675.307939516884,7935.434092225261
13436.745522429044,7661.392197820691,6306.908015364184,5675.307939516884,7935.434092225261
13176.807063593511,7661.392197820691,6306.908015364184,5675.307939516884,7935.434092225261
13141.891413943513,7661.392197820691,6306.908015364184,5675.307939516884,7935.434092225261
13199.563919461505,7661.392197820691,6848.861532046233,5675.307939516884,7935.434092225261
13251.258523908073,7661.392197820691,6925.576413403055,5675.307939516884,7935.434092225261
13203.055186106116,7661.392197820691,6925.576413403055,5675.307939516884,7935.434092225261
12993.81472034592,7661.392197820691,7324.552835426082,5675.307939516884,7935.434092225261
13126.508619255439,7661.392197820691,7480.481033741063,5675.307939516884,7935.434092225261
13317.639437230147,8049.859379858772,7480.481033741063,5675.307939516884,7935.434092225261
13023.313157804461,8208.529073930666,7480.481033741063,5675.307939516884,7935.434092225261
13056.415124318204,8208.529073930666,7480.481033741063,5675.307939516884,7935.434092225261
13196.304708489397,8208.529073930666,7480.481033741063,5675.307939516884,7935.434092225261
13043.341837815593,8583.395253131966,7962.129429374683,5675.307939516884,7935.434092225261
12886.429004099233,8671.94760046876,8063.6918438121775,5675.307939516884,7935.434092225261
12845.32596743511,8956.590703574206,8404.430382736733,5675.307939516884,7935.434092225261
12507.050035009615,8956.590703574206,8404.430382736733,5675.307939516884,7935.434092225261
12445.056071669385,8956.590703574206,8404.430382736733,5675.307939516884,7935.434092225261
12521.192939674149,8956.590703574206,8404.430382736733,5675.307939516884,7935.434092225261
12406.21884598767,9086.561050991566,8404.430382736733,5675.307939516884,7935.434092225261
12467.359675504089,9377.206714633621,8404.430382736733,5675.307939516884,7935.434092225261
12572.73281688265,9377.206714633621,8404.430382736733,5675.307939516884,7935.434092225261
12501.41503301398,9377.206714633621,8404.430382736733,5675.307939516884,7935.434092225261
12489.470815530685,9377.206714633621,8467.308319756085,5675.307939516884,7935.434092225261
12799.462402568413,9377.206714633621,8761.691388528512,6035.811377149166,7935.434092225261
12921.4001378379,9377.206714633621,8992.515671682815,6334.363584182845,8108.358530046645
13052.23364184681,9377.206714633621,9107.236722591839,6334.363584182845,8374.328604462275
12979.589728562023,9377.206714633621,9107.236722591839,6334.363584182845,8374.328604462275
12862.909543993619,9377.206714633621,9107.236722591839,6334.363584182845,8374.328604462275
13042.622458520105,9377.206714633621,9107.236722591839,6334.363584182845,8455.108537180015
13277.518096709258,9377.206714633621,9107.236722591839,6881.942207239198,8799.486145081963
13100.911809421834,9377.206714633621,9107.236722591839,7000.517626830477,8799.486145081963
13081.606508777832,9377.206714633621,9107.236722591839,7000.517626830477,8799.486145081963
12995.576725945954,9377.206714633621,9107.236722591839,7000.517626830477,9039.461430799338
13250.535341720426,9377.206714633621,9107.236722591839,7000.517626830477,9264.080116998097
13536.63790182177,9377.206714633621,9107.236722591839,7000.517626830477,9536.81850684326
13429.310585309013,9377.206714633621,9107.236722591839,7000.517626830477,9536.81850684326
13388.625175832929,9377.206714633621,9107.236722591839,7000.517626830477,9734.987462805344
13199.328319434815,9377.206714633621,9107.236722591839,7585.973039995806,9923.11276797793
13101.354374127322,9377.206714633621,9107.236722591839,7610.3670155443615,9923.11276797793
13078.805088957397,9377.206714633621,9107.236722591839,7610.3670155443615,10169.291855359657
12891.590049518336,9377.206714633621,9107.236722591839,7610.3670155443615,10210.705159779012
12794.383806936861,9492.50559946351,9107.236722591839,7610.3670155443615,10210.705159779012
12959.996545915428,9740.92559422317,9107.236722591839,7815.892930959702,10210.705159779012
12996.907821509483,10047.287796798044,9107.236722591839,8086.121449376167,10210.705159779012
13067.983651126575,10070.701915617006,9107.236722591839,8086.121449376167,10210.705159779012
13060.37506402704,10070.701915617006,9107.236722591839,8086.121449376167,10210.705159779012
12880.562924451417,10070.701915617006,9107.236722591839,8086.121449376167,10210.705159779012
12848.78777557579,10070.701915617006,9107.236722591839,8298.087224654253,10210.705159779012
12849.923663816184,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
12807.985646696885,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
12897.571446699436,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
12803.203919153228,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
12838.748711947968,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
13080.569048251016,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
13221.080579921725,10070.701915617006,9107.236722591839,8534.252052501088,10210.705159779012
13076.786967499791,10070.701915617006,9107.236722591839,8534.252052501088,10218.563736666412
13068.05228163041,10070.701915617006,9107.236722591839,8534.252052501088,10578.679018171493
12938.58050244816,10070.701915617006,9126.669725130312,8534.252052501088,10608.093051780977
13244.380530207216,10070.701915617006,9436.609646972753,8534.252052501088,10608.093051780977
13506.73124026342,10070.701915617006,9436.609646972753,8534.252052501088,10637.826687302178
13556.399985898468,10070.701915617006,9724.379567020773,8534.252052501088,10831.654221113316
13676.30025077794,10070.701915617006,9768.524202968161,8534.252052501088,10831.654221113316
13488.646941998319,10070.701915617006,9768.524202968161,8534.252052501088,10831.654221113316
13357.744641265828,10070.701915617006,9969.931871200111,8534.252052501088,10831.654221113316
13711.771839464012,10070.701915617006,10057.48785896809,8534.252052501088,10949.937579079775
14016.327045057351,10070.701915617006,10057.48785896809,8534.252052501088,11272.64809427124
14010.156775615727,10132.760386417758,10057.48785896809,8534.252052501088,11272.64809427124
13537.20839433729,10315.026603808938,10057.48785896809,8534.252052501088,11272.64809427124
13509.95017777052,10315.026603808938,10057.48785896809,8534.252052501088,11272.64809427124
13438.005373003969,10315.026603808938,10057.48785896809,8534.252052501088,11272.64809427124
13468.917783675504,10315.026603808938,10057.48785896809,8534.252052501088,11272.64809427124
13374.757181789766,10315.026603808938,10057.48785896809,8534.252052501088,11272.64809427124
13671.85729404355,10315.026603808938,10057.48785896809,9229.488428795,11272.64809427124
13596.681877080484,10315.026603808938,10057.48785896809,9367.027941391789,11272.64809427124
13519.612925373474,10315.026603808938,10057.48785896809,9683.065797202647,11272.64809427124
13729.313155816102,10315.026603808938,10057.48785896809,9712.802400703451,11272.64809427124
13382.641249432152,10315.026603808938,10141.658519551027,9712.802400703451,11272.64809427124
13102.923010843027,10315.026603808938,10317.2738484216,9712.802400703451,11272.64809427124
13341.432386382523,10315.026603808938,10317.2738484216,9712.802400703451,11272.64809427124
13377.654793791155,10315.026603808938,10317.2738484216,9712.802400703451,11272.64809427124
