TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,PLACE_PHEROMONE_X
155.64380886222762,3128.333366175614,349.62828261872033,123.05668845263592,39.5716600881735
1585.9319679248342,5915.417766183125,1592.923489068102,559.5342597910987,1964.1869936413655
2297.035307541746,4395.607653958039,2197.430926736104,778.7128135043484,2837.9783073147537
2297.035307541746,3528.3087785671464,2233.9744229067974,1162.2741144408499,2837.9783073147537
2297.035307541746,3009.2054322816502,2291.6151952172722,1602.4774985480262,2813.511825968485
2311.452733501395,2631.690477617691,2291.6151952172722,1723.7435890894812,2627.1131158737444
2049.8787133224423,2267.2139847132335,2054.8672934676315,1792.8883755022136,2067.753632067642
2053.4729809407886,2358.8780379021614,2049.9769952919864,1795.7467362994128,2078.5889816388485
2057.7292617133676,2282.2160351916605,2078.9673384352327,1795.7467362994128,2081.775974240458
2057.7292617133676,2219.2954376121743,2085.8291542601974,1795.7467362994128,2083.46205901134
2106.1335454835835,2069.603604767386,2047.2300698633378,1795.7467362994128,2042.2776657166119
2139.6263069729544,1988.876943560255,1983.8532390377263,1811.4295996072242,1983.494349099386
1972.7374927415585,1945.8112003115914,1916.0007909420192,1826.01863752843,1915.9541864913072
2080.674513717407,1640.9603455028434,1640.5421465485351,1637.7088280132461,1639.7939480053024
2098.874639468581,1640.9603455028434,1641.661069063424,1637.7088280132461,1646.4304375239028
2003.254328981718,1640.9603455028434,1689.66080866526,1637.7088280132461,1673.8272275878692
2176.0127347945167,1640.9603455028434,1689.66080866526,1637.7088280132461,1703.9902743236337
2136.8958755269327,1640.9603455028434,1702.797229600796,1637.7088280132461,1759.2344676372613
1961.9123609532842,1640.9603455028434,1720.0691904604823,1637.7088280132461,1759.2344676372613
1926.3204530664582,1640.9603455028434,1720.0691904604823,1637.7088280132461,1749.3346812760938
1875.553068400101,1640.9603455028434,1712.2428756438871,1649.0567874742974,1717.4553834906537
2028.0700172681434,1640.9603455028434,1722.3922566066349,1706.68043257959,1742.1403551916503
