TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,PLACE_PHEROMONE_X
11407.345216241316,5033.58896916049,3686.044789549908,1960.524426469859,3930.4726651486353
9275.17037539707,8857.97906073071,7695.090270995235,8183.604377000496,8525.616892929309
6651.354727219057,6506.182607052479,6305.4700856056215,6452.3395440033255,6450.9547455865095
5176.962710645219,5088.455793854832,4786.907610219927,5072.383617014323,5073.618052192232
4440.603083444655,4409.425707942538,3832.099242335366,4477.245193401624,4364.0071532974525
4176.345256408304,4093.284646786072,3666.625385168297,4188.7820603000355,4046.5879448097694
3731.471998529414,3759.3015613880752,3340.8999710215317,3912.054955186702,3685.115060049175
3799.237679028351,3714.304375085145,3316.219495943709,4204.15771717907,3670.1000997367214
3691.3921078802628,3627.4194640300507,3222.2615729603144,3766.877793603995,3610.146372848138
3509.6301500367194,3543.3982278421217,3091.9356550564635,3669.7075632398482,3502.7081846902092
3492.180737752904,3475.3142027997865,3160.9130737062424,3712.242042160062,3402.6725675268435
3503.0811613486494,3451.584521313732,3128.912870848406,3665.0285792107943,3398.741346476801
3319.7264433901105,3307.9862231459124,2957.5635931899346,3512.6717120314893,3340.98790779101
3276.6168812125434,3292.5660383461277,2882.1205234435997,3759.7864328995997,3280.1388098984803
3316.011531188953,3275.1059655245595,2944.3917840271856,3606.927438809936,3273.202886809934
3446.028028223497,3481.9664156282583,2949.1505782601366,3832.251337201635,3244.902091688591
3400.61928525944,3417.0977244847963,2951.5287977814937,3628.3418076020066,3237.7173703845024
3340.964015106082,3305.8910135555543,2940.7428527337493,3683.9462173203565,3234.7993177114267
3347.1305458221636,3305.8910135555543,2921.4575620620335,3689.121882421164,3241.62912325285
3282.8486491105496,3245.046380851808,2854.846338928402,3290.52874361262,3468.366339434056
3353.3032252346375,3196.312398065495,2784.2942826873405,3415.821345837394,3165.725147367163
3129.479649446873,3135.298093445266,2784.2942826873405,3518.0606352563723,3118.439373806648
3129.479649446873,3135.298093445266,2784.2942826873405,3627.3395787047557,3118.439373806648
3129.479649446873,3135.298093445266,2823.317720328173,3752.1180470409513,3118.439373806648
3120.3102740739937,3195.5532110486024,2850.272286948315,3196.1788657569746,3283.811736848699
3293.5890885689623,3115.1817721363946,2808.5968938110436,3111.1737108279176,3269.025289807309
3166.2899877776217,3139.6323761871417,2675.5331764492375,3127.1709056005043,3156.0543710517586
3068.406653963194,3074.8438236516754,2639.5920044203026,3071.4912215075083,3371.980755136449
3081.68350547281,3069.7242086852953,2639.5920044203026,3173.4668910380474,3443.5572341191655
3058.625018848089,3059.469604533417,2639.5920044203026,3564.9274069787543,3048.6478597660084
3152.536463265155,3037.2448098930718,2639.5920044203026,3356.526803936913,3050.272564383288
3136.469781019885,3052.1312672616496,2599.2738233871387,3401.9759045239493,3051.2747098121567
3026.5167704248424,3065.965945785296,2549.776942584514,3398.2914234153714,3042.7414903710237
2923.9143886930633,2966.70333451874,2504.0637105154324,3295.370498961349,2955.5057347972347
2909.1220566167617,3000.6231047713504,2504.0637105154324,3275.0385647200287,2917.582697668031
2892.8221268548173,2887.5197778560937,2504.0637105154324,3156.5296861388806,2895.5302145064115
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3054.6631307095395
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3681.843086050229
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3316.9850620473517
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3181.0908756441154
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3138.8681853724574
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3322.084637480227
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3192.2864119537912
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3373.6534225730597
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3429.7846100705246
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3251.624705005979
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3177.4072580135316
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3263.229882589352
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3366.659366218715
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3270.2209920029236
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3369.2005902273054
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3502.147171495961
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3586.086398331003
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3450.3991787123236
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3336.65124252903
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3103.7515030811987
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3298.587872450111
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3597.4654129312253
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3398.034996371138
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3271.450496394891
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3104.5807020860184
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3141.2684872004893
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3163.467741272597
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3138.528051531312
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3414.8566852469608
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3180.318573818346
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3444.403950253969
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3206.417323681869
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3368.409529125383
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3508.132495915786
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3275.578089696779
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3497.2627383676677
2812.281072924837,2812.962703825097,2504.0637105154324,2789.5227162764736,3128.7208745367943
2809.5390988787353,2835.6134982637154,2504.0637105154324,2789.5227162764736,3117.5948656675005
2841.190052458909,2794.868127089245,2504.0637105154324,2789.5227162764736,3165.217962956451
2807.988853071008,2794.868127089245,2504.0637105154324,2789.5227162764736,3684.3444347943455
2835.209605005841,2794.868127089245,2504.0637105154324,2789.5227162764736,3789.636580483059
2835.209605005841,2794.868127089245,2504.0637105154324,2789.5227162764736,3327.802070702485
2835.209605005841,2794.868127089245,2504.0637105154324,2789.5227162764736,3379.532152161965
2835.209605005841,2794.868127089245,2504.0637105154324,2789.5227162764736,3475.9435872915333
2812.0506282782258,2755.9945757144965,2504.0637105154324,2746.240404756031,3077.618213575289
2720.105779983846,2721.919088725013,2504.0637105154324,2719.49461764262,3466.9254978620675
2720.105779983846,2721.919088725013,2504.0637105154324,2719.49461764262,3350.540411833413
2715.2911927532746,2717.087682342526,2504.0637105154324,2845.72557200823,2916.880084824371
2706.505251083927,2708.309493281388,2504.0637105154324,3413.065199218,2714.585197775865
2706.505251083927,2708.309493281388,2504.0637105154324,3351.328961277567,2714.585197775865
2706.505251083927,2708.309493281388,2504.0637105154324,3532.7166432592285,2714.585197775865
2706.505251083927,2708.309493281388,2504.0637105154324,3582.8552056510644,2714.585197775865
2706.505251083927,2708.309493281388,2504.0637105154324,3106.867531964372,2832.3306023569457
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3742.2594836216044
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3131.5369407149115
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3320.799684964365
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3076.588519617703
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3493.062672883172
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3303.380759599878
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3249.64025364362
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3464.9941156526806
2706.505251083927,2708.309493281388,2504.0637105154324,2714.153372671496,3084.4741256272982
2706.505251083927,2708.309493281388,2504.0637105154324,3322.1309028289347,2709.6995310431344
2706.505251083927,2708.309493281388,2504.0637105154324,3674.9615113884024,2704.322462580681
2706.505251083927,2708.309493281388,2504.0637105154324,3675.3285392699427,2704.322462580681
2706.505251083927,2708.309493281388,2504.0637105154324,3308.381115085178,2704.322462580681
2704.9084129857874,2724.753582765784,2504.0637105154324,3259.8696004766302,2708.627952689195
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3062.1497502720686
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3245.8089593921213
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3552.549187337448
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3291.6333527949596
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3664.759120883231
2692.972724828507,2698.962893480616,2504.0637105154324,2675.671892540713,3580.0732252533526
2826.8769572979777,2694.5772932448585,2504.0637105154324,2668.6324529187946,3222.123715361967
3039.7635621017807,2631.361148766316,2504.0637105154324,2631.9851697433473,3002.5938701217315
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3099.401113665314
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3350.577532708674
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3323.8678806419302
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3147.8612896339346
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3596.646448803152
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3128.632024622964
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3459.2871344138625
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3555.2377939812936
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3213.019856627321
2635.54984725324,2623.570204604396,2504.0637105154324,2631.9851697433473,3462.093822320459
