TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,PLACE_PHEROMONE_X
467.16918824123366,5356.625565424287,210.45922231446227,206.71525876902916,181.15206193398419
2177.4701239280594,7675.205816376336,2239.5039286108727,2056.6276836617367,1722.947299079976
3305.387870406003,4287.135985985251,3232.3713921019635,2895.2791554650003,2705.4946266590555
3114.046846276099,2848.8460700875844,2847.7261572175953,2857.1262792426924,2802.0575675337473
2664.369335606977,2460.443006919264,2442.481679237877,2474.3273501777826,2451.010644297484
2246.3513324490973,2657.7229938484793,2260.4719698476174,2335.6075178809942,2274.0334989376347
2455.048118745748,2357.725273860892,2178.369880544817,2250.080366168081,2174.348310820488
2451.793603232929,2235.874720058974,2167.841782934409,2200.7814627422936,2160.877102465459
2222.6336997559465,2210.3594967466474,2067.273811527731,2082.9507379808174,2070.863193242859
1978.422547397633,2364.9061934831543,1923.3338641532023,2005.8351060986274,1974.9803389424676
2342.9627166863793,1910.6106704400995,1859.345955188278,1978.9437944048998,1892.7965721017385
2191.7847397099154,1990.434266622296,1954.3951191401427,1980.7589738920528,1905.52719263861
1834.202178030911,2294.3090469353356,1822.993979980326,1821.8213333217045,1804.8416186797076
1854.8995520535625,2273.122438689757,1854.0581122009974,1804.6821033078074,1826.6473020873366
1913.990588422187,2512.364144843103,1937.1145571324016,2056.026931988767,1868.8940305279257
2093.570665488746,1923.238954472611,1875.7666888705483,1893.3993418970856,1846.0378683391646
2349.141122361347,1850.8236639237743,1870.779077785891,1821.0869863219127,1870.4230367090113
2408.429999047368,1891.8033816415866,1954.0511353699949,1821.0869863219127,1893.5504337081807
2140.5772814077723,1860.5499707917006,1878.5501264905706,1819.1566507293574,1860.5023195793476
2137.0915060465227,1803.6247228884995,1815.1532427060154,1843.903162994365,1835.372693790402
1886.1921178742225,1787.9031862844674,1682.2875718761059,1689.6396500663054,1686.8101821558605
2149.409119593781,1610.0478592326613,1621.8817023519541,1603.2509935958394,1628.2249292677013
2332.417654913146,1649.6517748494505,1685.4047970323647,1705.5022510750234,1657.047811995212
2040.9487045076612,1654.8369824288059,1688.0119749518942,1706.6493346586308,1692.7699124339329
2270.621049636095,1644.9586534583336,1671.9226758389673,1678.0961203551028,1640.127520276832
2131.216942840274,1641.8461312604588,1669.1936725935889,1678.4037805429116,1637.5734105792392
1690.3475668009175,1832.6304978533633,1562.5123253888542,1561.585133998265,1557.399389056661
1601.3995428703456,1818.5946337498983,1358.0348207652116,1384.2262776119037,1356.431872674653
1364.8958885038826,2067.668862658133,1326.1606931610252,1386.273756099221,1326.7202760849873
1369.9251647873452,1932.3293333751417,1346.3682321437966,1456.9370510839442,1326.7202760849873
1369.9251647873452,2300.75102556622,1360.2950495508421,1470.7929567572319,1326.7202760849873
1380.1924355301878,1741.2894845859141,1360.2814466003467,1423.473884769461,1326.7202760849873
1985.7832117564806,1439.202727402818,1302.142273250346,1304.8416159108883,1301.6443044709579
2040.6851684030346,1653.3746768948613,1304.7116736880157,1300.6627414700285,1293.8822949933935
2200.250270395999,1289.629147715773,1314.2869038472033,1292.4143915550399,1293.8822949933935
2132.883539394781,1294.2543435585167,1444.9948585364455,1292.4143915550399,1334.159853337174
2064.6427247436436,1318.1797393376473,1414.486671850871,1292.4143915550399,1354.632760066969
1780.4201221133355,1352.9540030995718,1343.545668804167,1290.40248618774,1329.1705996651021
1544.644929011067,1474.9913634838617,1253.154191112112,1260.8881741058474,1253.889195379963
1703.6885031720035,1295.5959926610653,1212.1660608665163,1221.9229787418365,1211.3694140280868
2344.8322971370917,1192.3132378017015,1194.3839085712837,1198.10848274159,1195.084442692686
2215.2002041891365,1192.3132378017015,1194.3839085712837,1198.10848274159,1195.084442692686
1885.2652647826392,1192.3132378017015,1194.3839085712837,1198.10848274159,1195.084442692686
2098.510066232744,1192.3132378017015,1194.3839085712837,1198.10848274159,1195.084442692686
1714.8197672595738,1183.557071282496,1183.8342044336428,1187.6833936527064,1183.5908219966627
2040.6811937315565,1142.1167167895114,1141.6991307612586,1176.5235374778706,1136.6569202070546
2228.2431903063703,1142.1167167895114,1141.6991307612586,1252.408851508386,1136.6569202070546
1837.207626570848,1200.7406868722858,1137.0066432479744,1200.2848992503734,1134.3835874697193
1470.7997873879149,1161.979659619578,1056.8089297578786,1061.6796933043327,1057.2944050115343
1690.8096242697452,987.2725248126667,988.3623548157135,986.4307139654816,988.9222708552367
1987.5146602298212,966.6123249287539,967.0476473793088,966.469326757949,967.6052819393938
1115.8313052926576,1305.7256169031532,911.6970757452473,913.3150218234769,911.1052501678301
876.6762534526829,1883.0443573020502,876.9016175903699,879.86617687998,877.398357460539
864.7357632591638,2611.5284351206956,866.6048423372929,868.2575055403939,867.113126363453
864.7357632591638,2189.9867305201788,866.6048423372929,868.2575055403939,867.113126363453
864.3128716986623,1874.093665015226,865.8225148158729,867.9003957869646,866.3303399886285
1480.360466973118,871.8320034731139,845.4641419074158,849.3730308794802,845.9301085301997
857.4410845708746,2129.85392714841,839.038993680835,837.6498191904328,839.5228417690787
1405.8904004931017,1020.5541843315974,798.4425457597102,797.6194052353052,798.8827988739338
1030.485359801688,1519.3601166027627,779.2987616955792,780.5715609776536,779.7048526863074
1043.4898876501263,1390.491406113251,772.5640182057259,775.8238622964052,773.0093987491816
1121.694528223683,1235.2098708376577,762.347581702055,764.2889165833712,762.7909106051749
879.7955599828947,1370.43835301399,727.7370017891845,728.5278009800298,726.9741253533253
721.2427262155476,2184.5481178426294,719.9048493245642,721.949945010683,720.32709037076
721.2427262155476,2181.223704144217,719.9048493245642,721.949945010683,720.32709037076
721.2427262155476,1853.5753597071857,719.9048493245642,721.949945010683,720.32709037076
721.2427262155476,2642.6155095026743,719.9048493245642,721.949945010683,720.32709037076
721.2427262155476,1739.384944455967,719.9048493245642,721.949945010683,720.32709037076
934.5064872914314,1206.2488738081572,712.5141996588338,716.7909996133689,712.9214616515508
1155.0320366717142,1014.6471554582926,686.5963802045973,690.8358382883943,686.9956595019804
1730.1479882087456,681.1244501112866,681.2852511882079,681.3262232691498,681.6848409360606
1869.4032881662374,681.1244501112866,681.2852511882079,681.3262232691498,681.6848409360606
2050.2720873163194,681.1244501112866,681.2852511882079,681.3262232691498,681.6848409360606
1809.1823495375772,681.1244501112866,681.2852511882079,681.3262232691498,681.6848409360606
1453.970291103635,681.1244501112866,681.2852511882079,681.3262232691498,681.6848409360606
1317.1381358754213,933.212261262577,676.0468428743699,678.5572617988015,676.3586935525079
670.7934075878575,1769.1244469722408,662.7104217855002,665.8615376487016,663.0892603730402
939.1907451481177,767.5961644500782,641.2813586506386,640.1011990649122,641.6381313881674
961.1534551431109,1613.180517027874,632.4443074826645,631.2364001111229,632.8120734380252
623.6665235977717,1241.9706031209,593.4079665007431,597.1619152241925,593.6050823719244
1623.2793336783234,608.5596502524701,582.775468387678,583.6669160697946,583.1143619503943
580.1397735042908,1986.602399384896,580.3200438804051,580.4740375185636,580.660415170703
1716.7451476448496,628.5208316552093,571.8894043620406,576.5924952036245,572.1126422202676
596.0140417727588,1716.937293198562,548.9272797910935,550.6031177123705,549.2352630092088
1879.3822899001914,586.7697891641436,531.7611516834318,533.2462257708897,531.8463386314252
1382.6755022503914,525.639441196828,526.4172379511426,527.4394486137152,526.7130307547831
1696.8909641483244,501.57618945249436,504.32887250922266,505.27654305800513,504.6246731986536
972.3489534691412,532.5037169649512,486.3957707976736,487.6645265705863,486.62433063046853
1615.3178717658927,466.8981778683569,466.162049068404,469.68764629499503,466.41685379237776
479.62456158089657,1734.155366347902,443.8429706412075,444.4403668111448,442.6326092639735
441.12701530262035,1530.3351179993742,442.70449472902555,441.5684269153311,440.74933052194757
441.12701530262035,1942.572143015421,442.70449472902555,441.5684269153311,440.74933052194757
964.9991932671145,827.5038503908281,425.6256057590094,431.51743529765986,424.98605424907043
1677.7332732808186,405.65309762371123,406.5428281241624,406.2774112212081,406.78127500951325
1578.284610997506,405.65309762371123,406.5428281241624,406.2774112212081,406.78127500951325
2338.2552162299244,405.65309762371123,406.5428281241624,406.2774112212081,406.78127500951325
1219.7304415167653,1510.9659426299452,402.68697878674743,403.40267553562296,401.9801528622233
