TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST
13741.536102384578,13748.512280727426,12203.569671137539,16861.062763005975
9690.724927431625,9572.206646705481,9370.176327840996,11498.531733930398
7808.5072277396575,7737.484867902813,7511.108078336138,9017.246091736612
7652.659798731711,7822.833684692372,7409.905047308485,9978.77031892351
7678.638618560701,7708.681913891095,7645.361240934626,9123.711851693468
7241.3010402775735,7189.3826569156345,7027.056235731323,8669.007871891274
7293.23035673417,7413.620237870479,7368.009467163155,9122.339136664079
7819.8755451056595,7551.348706240761,7476.220594758536,9055.66723551094
7977.695693579476,7802.869660789277,7351.979109404725,9654.870896410654
7274.294309816045,7774.812317158389,7005.907160670665,9523.461657647662
8768.915106336,8180.314930434754,7947.907446477302,10671.407826906083
7788.545848566201,7644.489997168481,7462.758846227772,8767.901063307445
8136.127033256534,7942.032932351276,8022.689011776656,11005.145122674585
7679.139033100123,7468.182559525178,7347.667293865775,9275.408487006851
8243.022160697254,7604.112750829904,7494.895321944872,9433.984968475052
8371.331181231335,8368.38619856639,7939.311110446369,10400.653254881738
6992.330753615337,6898.278197163378,6847.924117109464,8223.393981047479
8344.749468757085,8307.45302893203,7712.967003936466,11072.869259285764
7765.283278168563,7958.789790270329,7651.9389379880295,9589.807623374822
7272.445133326827,7673.835802984198,7181.965275565464,9221.546836839281
7200.82405412637,7196.751616114584,7092.309093545895,8746.340762791799
7734.393378889497,7693.012044618925,7360.877438400622,8790.306181263923
7398.346072129536,7703.609123050942,7363.838528366235,10030.891645883912
7988.6887386420385,7786.750148150924,7591.137980595639,9404.144224890573
8653.381584924358,8836.66615775702,8077.9635918095655,11304.48586720728
8285.586811204419,8602.249769517886,7986.631694886915,9693.09627471571
7617.994612764098,7926.663173017839,7761.230178098032,9678.99744948537
8277.218466565795,8395.840651485849,7718.722525035554,10556.92538948098
7646.716328059477,7593.651038025289,7216.886095806385,9243.212823974327
8230.725182773436,8130.552263962488,8210.273094730532,9807.871548157622
7959.511659208113,8080.566452715353,7583.793551490192,9665.671030380523
6831.868959717401,7194.654365568203,6824.615134404186,8832.28994913654
7273.4972187897965,8001.172409168241,7191.9939297531555,9731.914465324173
7956.0137826839955,8155.377592555944,8337.750904775503,10577.656036219167
7526.806059214773,7528.052843874602,7252.721996105237,9541.85784442424
7655.108910221493,7439.2464323575,7195.323848107057,8984.284511614533
7242.254055344613,6991.699450883561,6822.607245412045,8824.502728569829
7312.638499188475,7256.499043328843,6724.862636571043,8689.928894475788
7991.362914807193,7645.4112748312,7860.534083910204,10046.277765464725
7184.11171391558,7100.837489344664,6667.162388430658,8546.00270008162
7200.980784986744,7228.490140291396,7111.9693188739775,9329.425352357532
7866.35237186235,7587.046759691688,7193.351215555076,9472.38855967159
8509.661197224019,8255.128527519302,8024.777342516159,9979.325817570121
7655.6121524352375,7876.913923274517,7447.121424711749,9503.480691401008
7139.112319048516,7119.412785108603,6888.269532432228,8544.926314484997
6904.498410556795,6985.970741007553,6973.618305001308,8426.396576599798
7375.00173802262,7593.832248896135,7182.810274734064,9415.824167461738
7682.419873193164,7196.637527877764,7081.328307518325,9000.057355602334
7278.344443288819,7510.888198116235,7060.744514692428,9518.087049874228
7339.331450334269,7411.701295172356,7312.904843721874,9822.607006054626
7792.821632664323,8006.877702367257,7827.489348489459,10173.686810843594
7072.5769317367,7395.852457419607,7214.867492930254,8569.857175513227
7213.313540291016,7299.406036145222,7469.647554217834,9079.0857771122
7057.467738869038,7774.1997234086275,7931.237825535678,9783.905005303615
8004.2683383501135,7849.818775980055,8520.601097674602,9832.176294948682
8072.679973327685,7532.556274480248,7538.622228615822,9141.803481720319
7194.311341264128,7778.796209208852,7313.621962306409,9648.43781989553
7590.320376627642,7928.543218474256,7275.534983739487,9009.77707077098
9092.222518763743,8379.107117570968,8609.369540515738,10622.997498864188
7277.389590360846,6941.57675346393,6783.555749406871,8932.380283970871
7542.487564547879,7584.205049706372,7101.442748701104,9566.626866054765
7331.417159336676,7283.33044931416,7115.060875375597,8595.19704056293
6753.15953100117,6972.648181279609,6725.27066394478,8978.20154909103
8038.084446096948,7853.771298875318,7559.901358206728,9741.483516500684
7527.121114834822,7248.071968484035,7043.13698871574,8991.631632549499
7630.631137034287,7557.215432415412,7151.691305213542,8944.969314211774
7564.50177494179,7828.2512414252815,6611.233471711576,9767.776994071157
7800.111012014735,8178.440207573961,7592.608455855437,9653.755745539393
8237.494337077065,8205.709888119718,7963.483997890045,10336.134104963192
7633.314324382067,8242.081337362142,7829.673375232451,9715.787617265674
7280.435072137207,7520.610846680837,7417.986909719807,9238.588920500686
7133.722604847194,7221.338212135162,7180.072171366311,8886.615990635542
7252.515920020103,7084.106212275237,6801.752526507715,9258.612375507118
6995.546315942256,6999.766502133079,6643.668228575823,8736.151068296838
6940.512037180888,7101.2059560330745,7113.258863869264,9128.615311249241
7770.982729569096,7607.27450211234,7819.369792334406,10510.17050597135
8012.78608022506,8055.494038861069,7876.929245259685,9502.172667312938
7997.5218723850185,7900.2846376692205,7534.565661795918,9767.336426162152
8080.589854322872,8152.179965455429,8124.3444998112955,9771.054438037449
7761.035922402896,7553.612308960469,7413.3803688252665,10413.350942580548
7867.522340680966,7803.913904826943,7351.9369151197,9415.996856560958
6928.815538952959,6795.941293979612,6648.7691419003595,8210.400975489913
7886.580660078456,8162.76113369853,7524.197350023681,9891.217938328236
7436.071564816613,6938.756043383384,7275.754637685009,8979.704042378255
7390.161516074748,7054.963275118586,7452.998250772438,9798.452776000137
9036.455174075152,8297.751899950656,8990.306003414582,11156.313684136967
7346.715165173701,7329.206665627385,7301.775478253328,8746.678849860986
7314.56659206046,7403.842846136463,7210.908289180463,9454.173504610484
6960.829189599507,6665.382662734359,6758.67901496132,9337.581214843225
7691.10452575821,7580.220443624827,7071.553703002234,9006.388726497245
7278.4390161826,7623.644263383306,7096.363266733545,9067.78903032873
8232.338434550004,8151.89516070308,7465.72013370323,10476.703398063582
7902.549149867934,8004.28194809669,7586.425386297178,10012.23151363491
7738.33777046553,7873.2549316325385,7672.08216535993,9913.385009967007
7976.8332135417495,8422.710745712373,8165.34443327295,9772.931770302763
7723.453157216225,8244.596492752917,7814.700944609244,9634.510574845008
8999.485448644768,8816.650262808094,8334.958246839797,11552.52817963471
8046.188836859703,8031.848491489022,7810.12874445043,9416.416016055133
7946.792080236378,8452.427975835597,7903.167779834558,10518.192100327156
7197.329219243077,7158.037510575992,6796.044230801875,9451.791965484725
7526.317275891613,7454.937614932874,7373.70464440758,9518.326515669185
6901.948677045439,7108.08968652905,6730.738271827623,8995.213124287893
7525.912909409677,7332.435343998353,7325.298232027504,9015.500481588346
8158.449036120533,8304.69744533027,7758.20175858639,9730.273229852944
8349.413572684545,8266.446486263809,7795.706752891366,10697.203968606362
8201.628636642745,8322.698995924211,7984.089835150207,9886.954841897592
7863.589115086016,8075.0497892696085,7391.566448120656,9975.256556143251
7500.782264569202,7595.671377255286,6917.757176976881,9281.90507355365
7801.198122308317,7845.277078878872,7360.7681769735655,9066.03602928782
7489.870051333917,7380.736610838788,7194.506919294171,9332.85282073667
8186.935205393936,7982.008761828467,8077.679912999142,10355.883749311291
7330.868802453417,7390.122188382866,6995.234243456062,9071.671044024797
7582.512405893285,7382.71449826518,6790.934315620013,9836.019259413652
8724.31081452683,8646.29074473658,8234.467966099444,10631.939955868795
8419.516474709279,8134.8813781925855,7917.431401024236,10033.483317412081
8054.126981012175,7650.66274711836,7614.650374380333,9168.795649364934
7667.468851465912,7723.077880069064,7348.917691059097,9438.426700528307
7973.393591457968,7742.684820330155,7228.325477224146,9796.097779838785
7792.834613319586,7281.570381233901,7180.045398172922,9569.658044367483
7385.584089468623,7388.541989536041,7438.237131971701,9404.136182809527
7982.601457015388,7797.5522068987775,7960.644325748031,10515.597802542043
8466.88210728968,8698.521804764627,8236.88532733427,10525.529270882604
7950.939894391017,8330.141992503039,7942.495320882824,10233.606966509911
8022.00414337139,8007.816677403174,7566.026449559997,10258.88592533906
7557.039961129499,7761.718470440691,7843.613992436397,9911.70952248145
8094.564866705201,7914.572872045863,7900.210253384318,8975.373524267454
7960.324489153064,8071.363930472542,7741.959700117263,9734.320650945452
7630.303973011692,7693.911661083873,7388.777196727044,9178.691267012538
8911.227077724161,9473.2571689275,8539.630551121456,11425.400623470456
7414.002915834368,7305.655142231637,7275.14492157545,8498.644242739285
7759.974226929003,7634.703586115647,7499.298227959989,10080.215266027973
7823.710184608975,7906.879252641644,7485.026539586167,9186.303899192753
7220.417251843727,7029.375787590956,6673.011967566817,9121.748368651975
7753.845543376696,7713.9592084829255,7412.465489470779,8492.210825929877
6866.570630725143,7169.674304269233,6750.671293570415,8668.661572945637
7913.98190927753,7808.8953228683595,7664.158508579815,9699.872369748498
8768.205313832894,8684.874926243838,8459.07498433655,10285.205111218656
7320.644658731899,7565.5366576758515,7087.057531989607,8756.504069890547
7796.66936230209,7464.576532002386,7144.586358993978,10043.60925459961
7685.995096005856,7769.340584758781,7477.597291479587,9757.809403033598
8051.5923769043975,8065.3041521589685,7871.391363705327,10275.508520104542
7340.939978246819,7292.296437946941,7177.194585312215,8877.896728420284
8525.361245349643,8803.0623282425,8275.011738869964,11302.915876229756
8293.741084483649,8220.299184829084,7974.428678601204,9998.307824433328
6963.954307713672,7283.743253877072,6807.887117899269,9439.334569488361
8536.383414187409,8641.101487695381,8489.637331847081,10940.527562644433
8536.285096132779,8678.014378149224,8215.04421118364,10931.232743325967
7751.017501641024,7746.018603612941,7685.354203206594,8553.306559422117
8299.814477285936,8566.108689197252,8310.17889772743,10566.987553558924
7429.67716494557,7625.499044350364,7181.626167419869,9391.729511580088
7981.642658735567,8181.577875134291,7667.222052659219,9663.834407364566
8610.510459313795,8563.795181760925,8065.466092995141,10432.829431328233
8150.56977096322,8076.429495786683,7955.850038549496,9668.523155420966
7492.761376859822,7496.604090110959,7008.300226082986,8782.388693921504
7899.943646309164,8032.5834117968125,6778.199580910551,10526.126932854562
7707.041598866497,7395.1521242276895,7174.44463307038,8941.361274369066
7461.88987026973,7602.1780192977,7083.886792766891,9236.05002707912
7697.014535595385,7672.182880239291,7021.908343802304,9173.876616942547
7047.585132301136,7257.647797628845,6931.998327100133,8550.378426656285
7183.853391988149,7362.543283307943,7269.33582446048,8682.955500705806
7094.1127934516,6850.765284828631,6777.3336104688215,9003.552594529263
7800.229484683624,7893.6099104567,7536.616683292385,9683.38271108021
7418.526878285744,7406.727964754213,7152.8205461581665,9462.139500376596
7493.592045497577,7611.58360913465,7509.047250491234,9578.905352842798
7495.181309632919,7455.835074259961,7111.706948192336,9066.760892666374
6994.919650158359,6903.480249335549,6477.773991615501,8521.039223284435
7478.762119913643,7745.308481551624,7815.451746359341,10269.462859639709
7913.765355561172,8027.510467051804,7684.5654009387345,9617.754403766026
8016.756653125552,8288.244911058606,7880.056379387005,10242.622694697424
8645.484373595122,8559.813060670136,8402.433477986826,10998.279791354222
7702.214678319948,7394.927695238037,7141.632054808656,8844.051863597531
7494.502335584226,7652.0552157021975,7210.603479451765,8950.158859483665
6824.078444697587,7035.856948809628,6769.708675023793,9380.273131696113
7818.6953963199585,8089.640596207129,8083.321665506301,9307.755231688874
8890.401133295962,8733.679161442044,8591.509457010723,11546.50638377262
7905.28225865827,7600.39536463533,7550.683474456758,9535.134954707886
7596.976889513468,7513.116889950939,7316.977126643066,9537.682357108899
8187.315190066503,8554.500747617885,8102.515194821182,10804.045690203387
8584.208689368617,8710.894199605831,8246.530571347135,10340.649653750277
7109.035877797252,7578.355026490028,7375.595660151861,9052.19488055717
