TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C
18465.456020278463,2247.873728862704,2912.762814136739,719.8275976737642,1922.9875785203585
14937.415630039963,5488.493195132013,5273.3613085058205,3481.768985733846,4283.660442441125
14267.188041333642,8241.034173964696,8248.06046641163,5645.092404074783,4612.773144820313
14495.515398385156,9001.28409332221,10054.792983597186,7011.17151520518,6588.797561309651
14378.596572501927,10821.288326343723,11448.706914726146,8519.001690186977,7262.925897590589
14270.716560559667,11592.045735717864,12137.28503369182,10557.800681883886,7469.863922965524
14935.264592505524,11964.104209062425,12252.277630576475,11118.559620503172,8830.865410979513
14262.468001355963,12130.723652885166,12635.059183744299,11527.109261414911,10074.464364341979
15400.92008188737,12764.847260603201,13163.968365005234,11708.173942930935,10335.62594131064
15253.831817531618,13315.978098184933,13433.29561303893,12134.762377887386,10583.300790335
14727.851017381898,13379.654850669382,13436.728316764289,12370.892274090937,11304.662363918613
