TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C
15078.81818903834,5147.371687665828,4769.6215740561465,2845.2262831498315,5970.796303484239
13025.423265912903,8826.600056246794,8953.374154626195,7045.475705940307,10521.725022361914
12188.761844669081,10506.008824315086,10470.10799913276,8851.705950329791,10914.919660127465
12751.754152530244,10944.720071167345,11540.674817960735,10207.607192379632,11667.893287623432
12260.081842411255,11434.461446626678,11310.945970918032,11259.113382227766,11381.06480212531
12095.390334460262,11736.962411658826,11159.50027036344,11481.780225202772,11198.772588250627
12787.823907295098,11321.954442587477,11288.166065783364,11379.218235886035,11370.943531750403
11726.94889636208,11320.438196400153,10889.063724974754,10865.968402852763,11049.413647132287
13518.633582662815,11568.101404043573,11259.382580000738,11237.45639117412,11663.5189260021
13043.441893418581,12386.008257843278,12151.61410441659,12323.975039137556,12555.36453830207
12647.317560260535,11618.99146672967,11581.70574264564,11807.78625148157,11643.632017044354
