TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST,COLLECT_DUST_AND_PRODUCE_SOUND_C
214.15612980189513,10552.437565638988,2233.9280613740984,0.0,1276.1249563986485
245.78151176101252,13467.634391321086,4725.091028815238,1157.6413792282624,2858.4371101220772
1330.6530575761321,12530.176790867417,6376.797708681372,2386.072074135473,5973.72656580645
2449.9454061556744,12461.751290165863,7764.255456424315,3758.3056363819037,6578.791880783125
3495.50364826641,12120.306567505122,8673.454718714951,6331.419741398247,7060.953884865666
5386.111675808039,12489.477601604744,9081.892826550136,7048.1400561206465,7729.254197628667
6540.25129504501,12078.503739433138,9269.983286549821,7571.662364455416,8426.269199903456
7505.676271762168,12252.058601059538,9790.302724714817,8667.79572701758,8626.17325716054
7790.909131946865,11956.784154418536,10109.3789026076,9406.263640529633,9786.23151956054
7791.454058377304,13752.191754271531,10109.3789026076,9705.506749794136,11124.72443362012
8335.835562385386,12366.281989803882,10294.830327119762,10629.528806521965,12121.821347748573
8804.086736671461,12021.83312947888,10920.60994761378,11385.863616017832,15157.145503190177
9804.214395728844,12198.450255299662,11008.34730565762,11624.773369111788,16135.354157278178
11612.017627034036,13378.982787091489,11661.827003204793,11713.263860073052,17569.94165195985
12935.634919174576,13692.976735411501,11870.714770125625,12982.569764195412,17724.159162071173
13828.798800957882,14344.712587110416,12242.380496868489,13857.333668973348,17696.580454386436
14126.949132624732,14394.66493119237,13431.664619991448,14784.517566804747,17047.79348009668
14153.1726513332,14645.736502343589,13752.235459354524,15778.16956435471,17097.585109823613
14808.455611147765,14590.891312382028,14453.519938746651,16288.050333404473,17547.50079196761
15028.970621585158,14715.401285581294,15026.067144341921,16738.200201757056,16747.46114702955
15177.985829733749,14891.38189363222,15295.71642020909,16503.76419990311,17582.377661015333
15240.75421927251,14983.75429977011,15402.953281382475,16795.393143885824,16190.827648371538
15157.124883319728,15271.064207130821,15373.688981942509,18116.755947244852,16164.034533415326
15157.124883319728,15311.111766606897,15283.58138750862,17139.079977467358,16236.2609245217
15218.735583752072,15386.951777586111,15275.668355028822,17357.209317589455,16218.149838894642
15222.115073649204,15625.209260819187,15447.499145924614,17418.553441526357,16403.83880200197
15236.429499136479,15674.298783338683,15481.081294536549,17528.839789489717,16447.312057927735
15325.842794571487,15509.310641719487,15357.64461049821,17887.11551187196,17045.491260750456
15378.522645580724,15709.584767076403,15439.093043324223,17823.598990810944,17109.539439799715
15929.434421380261,16413.809472585304,16573.63760146648,17285.486768578587,18257.288555117302
15909.112493813223,16495.787805140302,16413.354218893717,16804.66406628967,16661.37844800024
15860.232618677814,16226.220353201268,16210.385071289764,16603.568208795736,18036.67082347242
15964.347805634447,16253.498603798675,16282.621118923007,17038.42962123017,18109.03243355745
15800.664789854476,16096.414977461427,16303.138566939586,17050.12715183683,17546.155313775955
15730.494355297367,16099.068293182254,16066.383354053605,16922.82440274522,16726.836901304687
15571.83874667254,16230.018506156273,16217.84293514724,18125.90251455544,16851.88339814909
15848.403442826471,16445.248291359167,16526.63028036939,18204.90603171936,17213.71416270567
16302.281417678445,16474.17433224551,16359.626862769006,17653.41204795515,17191.1468019404
16324.411957347656,16297.452540692617,16124.305247185608,16910.472406493016,16654.20586187489
15856.163884353942,16002.342163380921,15945.414378056776,16961.385540433126,16181.093172447703
16551.251613438086,16006.186453022177,16022.159577201552,18832.171974874112,16849.42547239304
16664.5817890032,16120.381486376693,16022.353930938914,17947.40191288716,17334.468102744813
16701.25099273078,16024.907547866622,16089.101248425855,17095.794219908297,17563.753759310108
16657.582593559702,16096.302482485156,16100.972679451212,17699.021746383656,16924.879162453573
16532.321446247013,15947.487060173627,16116.429042353126,17094.22879914969,16633.69537800336
16152.927948796823,15947.487060173627,16171.159507339164,17520.272967345434,16626.420576390246
16067.689358974096,15947.487060173627,16119.409525683252,17398.894181119802,16626.420576390246
16727.92569842949,16768.105891600797,16710.422682701486,20356.63445987469,17635.868168609584
16900.06872030124,16555.995668158557,16750.769079338697,19140.740071709606,18044.793337203304
16917.610862793666,16126.208838482342,16592.21049906057,19073.964326286605,18146.309492481487
16803.917247005265,16145.451011792578,16980.436665256788,18428.916378706366,17901.05541946605
