TURN_RIGHT,TURN_LEFT,MOVE_FORWARD,COLLECT_DUST
3191.249913145728,16575.890171273146,813.5074191734687,3215.3538065568996
10139.73866152947,12910.542808614035,8064.898530415308,10184.302212353927
12022.812791983824,13120.802581444812,11655.737703993884,11736.871521332478
13331.140048693062,11928.11670690532,12055.673946466242,12055.47847300701
13132.382560072298,12493.384673904198,12170.892468665068,12269.350703763448
12967.08292625849,12465.046954586534,12146.62309691945,12214.31530617817
12039.951345506395,13337.184899710403,11956.158805962317,12042.31356244332
12156.971869089695,12578.130131782968,11604.477518167745,11647.689168945793
13404.509052817115,11787.844090848796,11683.110100887488,12179.229365986572
12217.2307324133,13068.049693153067,11887.574519232094,12003.278209484763
13047.251380912636,12727.55923736192,11846.53331196834,12196.934468742764
13182.199711399164,11792.14938129089,11943.662497242052,12004.371392701934
13135.014066670945,11226.08824711794,11658.835549671514,11669.358660737793
13425.071275018265,11564.164500456063,12168.650267147434,12180.24040847559
12963.648550449901,12715.319742381147,12174.740351350396,12259.73917346629
13203.592953422201,12931.6999991344,12454.062755392148,12394.003132912028
12123.840557703437,13077.605528167203,11782.13935929336,11936.201913987872
13166.644751738904,12216.908356302303,11818.983711368386,12152.803109713568
12841.3134267847,12205.390413389205,11836.389119426538,12016.881418059138
12122.663920477946,13490.103351730362,12011.857889952227,12056.651112578904
12001.184040078791,13099.9361659876,12091.69615490374,11908.771422465989
12424.751154331685,12408.72357075999,11648.738105587752,11208.702171407815
13039.600450022208,12111.978034557002,12048.457540372234,12039.49593554847
13351.519310139778,12617.180511331204,12152.274476881877,12086.393939942729
13216.265425257501,12480.62263438238,12349.355995164193,12370.354498027622
12821.558180030805,13025.294106871052,12147.998980889193,11947.42371664988
12573.719181331011,12690.969121340391,12022.89201741467,12023.700435669898
12275.604564799794,13089.027678971255,11916.426155462432,12189.668983046222
12149.633301984883,13440.495421812766,12020.967166330127,12215.986995294234
11588.729368797063,13090.410347580199,11976.999312605696,12040.553699146716
12449.287195082206,13051.219831447283,12182.23908668656,12077.780901445574
12251.606841297871,12790.630665385701,11978.930218561962,12074.892151113303
12195.051749250064,13200.14089294383,12125.42990064713,12257.620525478109
13233.484657474532,12081.934778638637,12098.560656645566,12157.713785372884
11751.321376270418,12769.270365632508,11606.796148572716,11649.080126525556
11834.28358324941,13274.8875369774,11875.891735264446,11682.757491105122
12190.402602964405,13275.277370270016,12071.547542148483,12101.333948022933
